epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1,val_joint_score
1,3.3640535946785017,0.31714056300218296,1.5234565176508945,3.163385025557981,0.24587216744117543,1.4587564332947727,0.5814576663624742,0.5814576663624742,0.3558413719185423,0.11462425895206044,0.3480409626572673
2,3.2059121028829276,0.22312812485857578,1.4913919891532552,3.2306212895936137,0.2368893531517456,1.4968659693788486,0.5814576663624742,0.5814576663624742,0.34405144696130885,0.16620344818496857,0.3738305572737214
3,3.1672305615300065,0.21285558664168405,1.477187485258764,3.057465607458117,0.20855811235893193,1.4244537494062484,0.5601435627288734,0.5576289804055188,0.41479099678456594,0.18639694669513435,0.3732702547120039
4,3.1045340218259505,0.20943118611609524,1.4475514197102526,2.9671505616792144,0.20585131652389693,1.3806496163528703,0.5494325106313617,0.5420322199596576,0.4362272240245457,0.21340548685761357,0.3814189987444876
5,3.0162865509089083,0.2066577970502461,1.4048143739400485,2.923997086344041,0.20251707258331814,1.3607400061616561,0.5418788794165269,0.5305758234242096,0.44158628083054785,0.20460452204660395,0.37324170073156543
6,2.993525220139106,0.2027356282020305,1.3953947955346524,2.962884679612367,0.21202995015621695,1.375427363897571,0.5499047256540658,0.5376573429808934,0.4030010718113612,0.17967627836643926,0.36479050201025254
7,2.9474650373966536,0.20063094105325285,1.3734170490607656,2.8095540182639036,0.19174847949899151,1.3089027643714815,0.5530451137899682,0.5393687913902768,0.44908896035895085,0.18683592753361933,0.3699405206617938
8,2.8529559061671206,0.1897796785120199,1.3315881136784855,2.7820103250260266,0.19526800225785307,1.2933711677246666,0.5615117478942565,0.5495973451095633,0.4673097536111568,0.1783378508647798,0.36992479937951817
9,2.75845753103122,0.18323504332773768,1.2876112438304461,2.6635433761253235,0.1855039383740926,1.2390197174342115,0.5591069168180608,0.5451459291172466,0.49410503754534013,0.17863951618376683,0.3688732165009138
10,2.6936695505014785,0.1787734299035701,1.2574480604639902,2.629886530858783,0.18606500235353252,1.2219107644223195,0.565912475211385,0.553049113426614,0.5273311897744959,0.18963946155728376,0.37777596838433436
11,2.6061983298471714,0.1706910135517933,1.2177536599590932,2.5626889818606524,0.1803631463985479,1.1911629154751155,0.5601219848594061,0.5447128335456335,0.5251875671159799,0.18949951967410888,0.37481075226675753
12,2.5829458211140364,0.17103920715670365,1.2059533064090255,2.5527855636989187,0.17988079383027003,1.186452381480545,0.5661125461620647,0.54849628436558,0.5337620580055834,0.20656918360033136,0.38634086488119807
