epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1
1,1.7860356698337732,0.2749931368845069,1.5110425361781172,1.731816683934816,0.24621596047804478,1.4856007225643784,0.5790761331748561,0.5789318258138325,0.3558413719185423,0.11075373432863372
2,1.7304461755340292,0.22242838387464403,1.508017792579062,1.709919768769897,0.22201400465808113,1.4879057630976424,0.5485279898965215,0.5334925847826986,0.3558413719185423,0.11075373432863372
3,1.7183890582919759,0.21615948530580156,1.5022295748348446,1.6921851103456584,0.21081248848895678,1.4813726239649045,0.5515182258159805,0.536021340786534,0.3558413719185423,0.11075373432863372
4,1.689349969909548,0.21082127259837258,1.4785286988816801,1.5781334743366875,0.20956658184855761,1.3685668941990483,0.5656299134013123,0.5588768509426678,0.44587352625937837,0.14485769695659584
5,1.563093116684614,0.20204169724819362,1.3610514204346227,1.5441964791902008,0.1914872320175235,1.352709245324007,0.5539169924768228,0.5378198949502159,0.4115755627009646,0.11509711416917011
