epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1
1,1.7829487040963672,0.2667173276808101,1.5162313754918875,1.735345730188703,0.24182253373269738,1.4935231995863674,0.5814576669648518,0.5814576669648518,0.27009646302250806,0.09003206224165705
2,1.7243408769230708,0.22105953470937223,1.5032813412327986,1.7200150020891702,0.23911866282351465,1.480896338517004,0.562939393301959,0.5614635263668665,0.3558413719185423,0.11075373432863372
3,1.7169676835556549,0.21493734746889243,1.5020303370144248,1.6964076196521296,0.21411058528694182,1.4822970314424522,0.5693946815705692,0.5679102525599775,0.3558413719185423,0.11075373432863372
4,1.7163420958193594,0.20901483311455946,1.507327263080124,1.6820131790727408,0.20307692476135997,1.4789362536365962,0.5464422465532017,0.5344388559798927,0.3558413719185423,0.11075373432863372
5,1.698417143636024,0.1980929458730133,1.5003241974781905,1.6626812937686426,0.19286244466804997,1.4698188460780366,0.554924698153479,0.543119967550236,0.32261521972132906,0.12600404438399254
