epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1,val_joint_score
1,4.1645070072922294,0.37334566416166304,1.5164645335298643,3.9646657752581858,0.25035694912315565,1.4857235264037072,0.5814576663624742,0.5814576663624742,0.3558413719185423,0.11462425895206044,0.3480409626572673
2,4.002777251655521,0.2448780864966942,1.5031596695622957,3.9295147643339723,0.2438104908997223,1.4742817150434882,0.5814576663624742,0.5814576663624742,0.3558413719185423,0.11462425895206044,0.3480409626572673
3,3.979382742043264,0.24006682736569535,1.495726364218537,3.897635984778532,0.23720165342891075,1.4641737296522495,0.5714926933247494,0.5707591549115754,0.36227224008574493,0.1330228843029149,0.35225778881383213
4,3.934413630862711,0.23390283523691088,1.4802043157289948,3.8690497129037578,0.22943636695959177,1.455845338994156,0.553153703143296,0.5472780589044267,0.3783494105037513,0.1485121738850192,0.35083293851415764
5,3.852036105943348,0.22977281646372463,1.4489053191351609,3.6986633969784295,0.228833888153299,1.387931806609306,0.5638687937069286,0.5599712778688891,0.39228295821532816,0.16161522903286632,0.3627420113698974
6,3.6735372755432945,0.23002025598434517,1.3774068081706878,3.4568558452213693,0.23040318560945258,1.2905810621007079,0.5765426140117446,0.5760810285347576,0.4898177921963658,0.16631021185799724,0.3714264129348709
7,3.4275645884329524,0.22323875317151054,1.2817303315364024,3.2204106864694104,0.22083135727006395,1.1998317319608323,0.5552165170984044,0.5447189317780883,0.5369774920252998,0.19472812413897356,0.37497232061868896
8,3.195040203069269,0.2123374355988189,1.1930811086183106,3.361466463994622,0.21944901683354812,1.2568069795448042,0.5700563008727604,0.5601982057195809,0.5026795284030011,0.17210773426783169,0.371082017570296
9,3.0854969371340455,0.2092323518088989,1.15050583666842,3.081896975748281,0.2243231172890014,1.1430295473892973,0.5673922481790139,0.5530817944341073,0.5466237942122186,0.20611872995331207,0.38675548906616297
10,3.0286124832675303,0.20418215112873128,1.1297721312104825,2.9295854826576586,0.20190335139791937,1.0910728519496937,0.5773636740818922,0.5674130710883186,0.5777063236870311,0.21716109406649242,0.3972623840741923
11,2.9641715738338075,0.20181046967454874,1.1049444408193576,3.0309194653491627,0.20063605260938439,1.1321133681176687,0.5719380040766316,0.5598456018610142,0.5573419078881079,0.230300030926729,0.40111901750168033
12,2.9224630263329576,0.19554417450732953,1.0907675417971296,3.0011567884191694,0.21111830494826758,1.1160153901206464,0.5832020342121148,0.5799637658083427,0.5605573419078242,0.2088382415604783,0.39602013788629653
13,2.8759208920599093,0.19236735682821393,1.0734214108941724,2.849882483482361,0.2010612557707045,1.0595284888534813,0.5831127113654008,0.5771850540621452,0.5980707395498392,0.2410975586681796,0.4121051350167902
14,2.849075451881897,0.19202451604089382,1.0628203733472494,2.8535887457166837,0.1941493056626693,1.0637757686812266,0.5732682235393289,0.5661786230490186,0.5991425509110396,0.23786843730687074,0.4055683304230998
15,2.81297205992791,0.18976094609139094,1.0492844439779447,2.780708815187759,0.18841175788500428,1.0369188251155494,0.5821523763633867,0.5732464168790925,0.5980707396137241,0.2374214561160967,0.40978691623974167
16,2.7738851192552048,0.18604292787901627,1.0351368796190819,2.7836640904570698,0.19529181215532787,1.0353489048611313,0.5863069250733451,0.5787225938281286,0.6012861736334405,0.237969392643365,0.4121381588583551
17,2.738911960924809,0.18459082510895966,1.0217284527622235,3.0709082716147615,0.19731988490729854,1.1494353525380485,0.5790404053224317,0.5717233248605056,0.5584137191854234,0.2386463292474073,0.40884336728491955
18,2.6975079813613427,0.18359508311889053,1.0055651538667614,2.9038155043751224,0.19202582597720566,1.0847158710545155,0.5878788419252977,0.5778189611757406,0.5744908896034298,0.2289446052047263,0.408411723565012
19,2.6546449988345753,0.1811039792017751,0.989416409961323,2.7407694556705438,0.18528793624822862,1.0221926066525369,0.5899706264044006,0.5753104644296076,0.6141479099678456,0.25035565111708047,0.4201631387607405
20,2.6607843090185486,0.18163631000383362,0.9916592002894548,2.7723401173198594,0.18751729406727854,1.0339291274771174,0.5873633210949681,0.5762501202711509,0.6162915326902465,0.24322937749493523,0.4152963492949517
21,2.6258281230415434,0.17999054168102444,0.9783350328710855,2.7176063012207945,0.17970921759596464,1.0151588332231405,0.5849976478397854,0.5721890144375319,0.6109324758842444,0.26111024913228936,0.4230539484860374
22,2.578893143945866,0.175169485278771,0.9614894600500589,2.7112665539258036,0.1794176225621345,1.0127395707614808,0.5933336606356194,0.5786195752674255,0.6205787781350482,0.24681967680361563,0.4200766687196175
23,2.538420700353995,0.17546735597470267,0.9451813405860786,2.674178352469672,0.17811567187588762,0.9984250726519673,0.5944334541126851,0.578657107413523,0.6237942122186495,0.2532580636423859,0.4238457588775355
24,2.5105584242719545,0.17272387066720937,0.9351338193475369,2.6824829998123683,0.17643173729915007,1.0024205057343742,0.5855498289169696,0.5722328475423271,0.6087888531618435,0.2368539041304476,0.4112018665237086
25,2.495630208319023,0.1721803082306924,0.9293799599437639,2.6873223499853127,0.181627076640246,1.0022781065486508,0.5881373493582347,0.575188049787882,0.6141479099678456,0.2604252713871189,0.4242813103726768
26,2.4731163182144464,0.17092235552738633,0.9208775841367802,2.666637137132953,0.17727965843591276,0.9957429962063015,0.5892366463161565,0.5734717822503732,0.6184351554126474,0.24430329254584426,0.41676996943100036
27,2.434004723322992,0.17159361779295831,0.904964442506949,2.587380354682988,0.17772739671274523,0.9638611808786566,0.5867229853620253,0.5757491313057084,0.6452304394426581,0.25885258881735285,0.42278778708968906
28,2.431750805303854,0.17093148881588804,0.904327728559648,2.6514565774098853,0.18370387073115138,0.9871010751586252,0.5780148251039166,0.5676600642822833,0.6270096463022508,0.2537722199611082,0.4158935225325124
29,2.352190440703648,0.16771958213101204,0.8737883402348076,2.5955579053103475,0.17489988034409407,0.9682632100959044,0.5731115113950775,0.5614473096228259,0.6355841371918542,0.2601755413758186,0.4166435263854481
30,2.3321430143947133,0.16791556209123487,0.8656909821202986,2.736410847686367,0.17084930211281663,1.0262246272523687,0.578775663057328,0.562082583925272,0.6270096463022508,0.25062723229558664,0.41470144767645734
31,2.3216014271252665,0.16736894189811,0.8616929940557259,2.628780366523473,0.17685957304286867,0.980768314400031,0.5699904908371104,0.5589046368396094,0.6162915326902465,0.2536120713086097,0.41180128107286007
32,2.252822441047922,0.16516947884960403,0.835061188764596,2.5542328185846057,0.1702220874907407,0.9536042857639659,0.5662167316015587,0.5488724237722323,0.6505894962486602,0.26490558581713397,0.41556115870934635
33,2.250231335613718,0.16408670796118024,0.8344578498940504,2.5176459283179664,0.16953138112003685,0.9392458199017301,0.5766685393809085,0.5596781966259979,0.6527331189710611,0.27176915337791063,0.42421884637940954
34,2.2430033593486147,0.16276433252572758,0.8320956098773556,2.6370835844087956,0.16974289464491787,0.9869362842630982,0.579882305960176,0.5631507492034147,0.6516613076098606,0.26409203230246153,0.42198716913131873
35,2.202735228213126,0.1609698673680281,0.8167061454038528,2.5065310422694442,0.16472378759150816,0.9367229042361148,0.567064657814572,0.5505700132373713,0.6430868167202572,0.26723233589840184,0.4171484968564869
36,2.198384564491032,0.16126576171893123,0.8148475213534664,2.5526469739878674,0.16449642544941695,0.9552602217655474,0.5658223344033397,0.5487193870682424,0.6387995712754555,0.2678977869079535,0.4168600606556466
37,2.1289644760078685,0.15933455292317816,0.7878519690603221,2.5809421413453317,0.16442723433104806,0.9666059570664506,0.5568506504350669,0.5407084037203965,0.6377277599142551,0.25946009618415056,0.4081553733096087
