epoch,train_total_loss,train_seg_loss,train_cls_loss,val_total_loss,val_seg_loss,val_cls_loss,val_dice,val_iou,val_cls_acc,val_cls_f1,val_joint_score
1,3.3755267830821776,0.3466436530317993,1.5144415641946851,3.192339410863633,0.23240192634595552,1.4799687385814622,0.5814576663624742,0.5814576663624742,0.3558413719185423,0.11462425895206044,0.3480409626572673
2,3.2190225959974086,0.22225302170327238,1.4983847860610242,3.163447228786391,0.21506052337275441,1.4741933483786138,0.5814576663624742,0.5814576663624742,0.3558413719185423,0.11462425895206044,0.3480409626572673
3,3.174919324331771,0.2090460861999463,1.4829366199030711,3.119350143567542,0.20220179186628817,1.4585741748124967,0.5485022766236024,0.5360168425390147,0.32583065382090154,0.14737239968433166,0.34793733815396705
4,3.02827278670774,0.22013075589047623,1.4040710127494216,2.891235706507201,0.21065962220375434,1.3402880407222981,0.5657662901594677,0.5632184174721755,0.42122186498371095,0.1803090000969919,0.3730376451282298
5,2.8609854299368793,0.20725660301311052,1.326864413765338,2.771910121842085,0.20632886472941722,1.2827906300656153,0.5432583088733196,0.5334486713417493,0.4448017150259478,0.17151914779857672,0.35738872833594815
6,2.735987310964919,0.1947993176106514,1.2705939992831068,2.5864961858986533,0.19411752789829323,1.1961893341548957,0.5591935229044869,0.5480745849100126,0.48338692396527827,0.17876952096171816,0.3689815219331025
7,2.627316255916992,0.18776602477165322,1.21977511756375,2.533702785690242,0.18874274758823686,1.1724800208118311,0.571290229642689,0.5582488921629457,0.5133976420150054,0.19258756152448547,0.3819388955835873
8,2.5205474142604065,0.1901888767468286,1.1651792713215028,2.4488497052545335,0.18272597294815868,1.1330618664127199,0.5698810062461379,0.5537829244949893,0.5455519828510182,0.21623726146229227,0.3930591338542151
9,2.433551096754357,0.1857673606252023,1.1238918694993265,2.5127417886627703,0.19510077144092175,1.1588205081856902,0.5745802290467458,0.5639775589928332,0.5337620579416984,0.19624532387784055,0.38541277646229316
10,2.3890649665036596,0.17954238397430292,1.1047612903969082,2.4451974984757516,0.17886020134962768,1.1331686539234072,0.5802817191356431,0.5667361861702513,0.5605573419078242,0.2065564489228049,0.393419084029224
11,2.3370483620075637,0.17590981266697886,1.0805692727670537,2.476586181698377,0.17851917514335944,1.1490335060085897,0.582487650393828,0.5650174202750062,0.5391211146838156,0.21185731506405858,0.3971724827289433
12,2.2874104724521507,0.17016357219391698,1.0586234504259155,2.3489025181832166,0.1716616052299706,1.0886204544163338,0.5861390891942997,0.5686587891058448,0.572347266881029,0.21871838177064362,0.40242873548247166
13,2.2690461561823794,0.1685951577526793,1.0502254988049218,2.3144515350956114,0.17139482087708235,1.071528357388761,0.582643658423076,0.5655749525471903,0.5905680600853211,0.23474999148372405,0.4086968249534
14,2.26941494960451,0.16675131003764665,1.0513318179973155,2.223289470069534,0.1655920543543204,1.0288487105667272,0.5761190244900923,0.5570633462314653,0.6109324758842444,0.25081777655188275,0.41346840052098754
15,2.2252449718446723,0.16221359702743518,1.0315156886304178,2.307787123440674,0.1729040557293008,1.0674415350215867,0.5897636632927665,0.5770036133088596,0.594855305466238,0.24798541518851805,0.4188745392406423
16,2.1946395788076902,0.1589583858991359,1.0178405967151407,2.351409171682973,0.15822500415298077,1.096592083621255,0.5690743354400261,0.5509160313037024,0.5841371918542336,0.24533303733259287,0.40720368638630944
17,2.2024575342830484,0.15889763046839953,1.0217799512604893,2.2172875169261346,0.159788307932476,1.0287496049240599,0.5711582409979358,0.5518088502322901,0.6109324758842444,0.25263337213979586,0.4118958065688658
18,2.147474020197801,0.1584312030037372,0.9945214114771779,2.2584992623533595,0.18770842964482462,1.0353954201853672,0.5845241393165407,0.5748511413619506,0.6120042872454448,0.24800647442997545,0.4162653068732581
19,2.1416005258604476,0.15513018065901815,0.9932351710754618,2.2193491356038075,0.15808138926488538,1.0306338713227872,0.5619731440836194,0.5418342975649811,0.62486602357985,0.25677243728082844,0.40937279068222393
20,2.1161524252450308,0.15306060704116142,0.9815459098718813,2.1752634428257855,0.15900749109070528,1.0081279818268067,0.5122312824308161,0.49221331302536886,0.632368703108253,0.26986273000788735,0.39104700621935173
